Category,Entity,Question,Answer
cricket_team,Italy_national_cricket_team,What is the ratio of wins to losses for the Italy national cricket team in the t20i format for 2021?(Answer in decimal form.),1
cricket_team,Bermuda_national_cricket_team,Who were the individual(s) serving as the t20i captain during the tenure of Herbert Bascome as the coach of the Bermuda national cricket team?,"Delray Rawlins, Terryn Fray"
cricket_team,Bermuda_national_cricket_team,Name the person(s) who served as the t20i captain when Clay Smith was the coach of the Bermuda national cricket team.,Terryn Fray
cricket_team,Bermuda_national_cricket_team,Was the Bermuda national cricket team's win percentage the highest in the t20i format in either 2019 or 2023?(Answer in year)(Include no results/ties/draws in total number of matches.),2023
cricket_team,Bermuda_national_cricket_team,In which year did Delray Rawlins become the od_captain of the Bermuda national cricket team for the first time?,2023
cricket_team,Bermuda_national_cricket_team,In which year did Delray Rawlins first assume the role of t20i_captain for the Bermuda national cricket team?,2023
cricket_team,Bermuda_national_cricket_team,"How long did Herbert Bascome serve as the coach of Bermuda national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1148 days
cricket_team,Bermuda_national_cricket_team,"Which person had the shortest tenure as the od captain of the Bermuda national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Delray Rawlins
cricket_team,Bermuda_national_cricket_team,How many people served as the coach of the Bermuda national cricket team?,3
cricket_team,Bermuda_national_cricket_team,How many individuals took on the role of t20i captain of the Bermuda national cricket team?,2
cricket_team,Bermuda_national_cricket_team,Who served as the coach of the Bermuda national cricket team prior to Herbert Bascome?,Clay Smith
cricket_team,Bermuda_national_cricket_team,Who was the coach of Bermuda national cricket team after Clay Smith?,Herbert Bascome
cricket_team,Bermuda_national_cricket_team,Who assumed the role of coach for the Bermuda national cricket team following Herbert Bascome?,Niraj Odedra
cricket_team,Bermuda_national_cricket_team,Who were the individual(s) who held the position of the t20i_captain for the Bermuda national cricket team from 2019 and 2022? (including both the years),Terryn Fray
cricket_team,Bermuda_national_cricket_team,Who were the individual(s) who held the position of the t20i_captain for the Bermuda national cricket team from 2019 and 2023? (including both the years),"Delray Rawlins, Terryn Fray"
cricket_team,Bermuda_national_cricket_team,Name the person(s) who served as the coach of the Bermuda national cricket team in 2023.,"Niraj Odedra, Herbert Bascome"
cricket_team,Bermuda_national_cricket_team,Who were the individual(s) who acted as the coach of the Bermuda national cricket team in 2019?,"Clay Smith, Herbert Bascome"
cricket_team,Bermuda_national_cricket_team,what was the best t20i rank of the Bermuda national cricket team in 2023?,34
cricket_team,Bermuda_national_cricket_team,What is the win to loss ratio of Bermuda national cricket team in t20i format in 2019?(Answer in decimal form.),0.57
cricket_team,England_cricket_team,Name the person(s) who served as the coach when Eoin Morgan was the t20i captain of the England cricket team.,"Chris Silverwood, Trevor Bayliss"
cricket_team,England_cricket_team,Who were the individual(s) serving as the test captain during the tenure of Trevor Bayliss as the coach of the England cricket team?,Joe Root
cricket_team,England_cricket_team,Was the England cricket team's win percentage the highest in the t20i format in either 2019 or 2021?(Answer in year)(Include no results/ties/draws in total number of matches.),2019
cricket_team,England_cricket_team,Who was the od captain when test captain was Ben Stokes and od coach was Matthew Mott of the England cricket team?,"Jos Buttler, Eoin Morgan"
cricket_team,England_cricket_team,Who was the t20i captain when test captain was Joe Root and coach was Trevor Bayliss of the England cricket team?,Eoin Morgan
cricket_team,England_cricket_team,In which year did Jos Buttler first assume the role of t20i_captain for the England cricket team?,2022
cricket_team,England_cricket_team,"What was the duration of Jos Buttler's tenure as the od captain of England cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",189 days
cricket_team,England_cricket_team,"Which person had the shortest tenure as the od captain of the England cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Jos Buttler
cricket_team,England_cricket_team,"Who had the longest stint as the test captain of the England cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Joe Root
cricket_team,England_cricket_team,How many individuals took on the role of test captain of the England cricket team?,2
cricket_team,England_cricket_team,How many individuals took on the role of t20i captain of the England cricket team?,2
cricket_team,England_cricket_team,Who was the od captain of the England cricket team before Jos Buttler?,Eoin Morgan
cricket_team,England_cricket_team,Who was the test captain of the England cricket team before Ben Stokes?,Joe Root
cricket_team,England_cricket_team,Who assumed the role of test captain for the England cricket team following Joe Root?,Ben Stokes
cricket_team,England_cricket_team,Who assumed the role of od captain for the England cricket team following Eoin Morgan?,Jos Buttler
cricket_team,England_cricket_team,Name the person(s) who served as the coach of the England cricket team in 2022.,Chris Silverwood
cricket_team,England_cricket_team,What was the highest ranking achieved by the England cricket team in the t20i format in 2022?,1
cricket_team,England_cricket_team,What is the ratio of wins to losses for the England cricket team in the odi format for 2019?(Answer in decimal form.),2.8
cricket_team,England_cricket_team,What is the win to loss ratio of England cricket team in test format in 2022?(Answer in decimal form.),3
cricket_team,Ireland_cricket_team,Who were the individual(s) serving as the coach during the tenure of Andrew Balbirnie as the t20i captain of the Ireland cricket team?,"Heinrich Malan, Graham Ford"
cricket_team,Ireland_cricket_team,Name the person(s) who served as the test captain when Graham Ford was the coach of the Ireland cricket team.,"Andrew Balbirnie, William Porterfield"
cricket_team,Ireland_cricket_team,Who were the individual(s) serving as the test captain during the tenure of Heinrich Malan as the coach of the Ireland cricket team?,Andrew Balbirnie
cricket_team,Ireland_cricket_team,Does the Ireland cricket team have the best win percentage in the odi format in 2018 or 2020?(Answer in year)(Include no results/ties/draws in total number of matches.),2018
cricket_team,Ireland_cricket_team,Who was the test captain when t20i captain was Gary Wilson and coach was Graham Ford of the Ireland cricket team?,William Porterfield
cricket_team,Ireland_cricket_team,In which year did Gary Wilson first assume the role of t20i_captain for the Ireland cricket team?,2018
cricket_team,Ireland_cricket_team,"What was the duration of Graham Ford's tenure as the coach of Ireland cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1844 days
cricket_team,Ireland_cricket_team,"What was the duration of Heinrich Malan's tenure as the coach of Ireland cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",136 days
cricket_team,Ireland_cricket_team,"Who had the shortest stint as the coach of the Ireland cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",John Bracewell
cricket_team,Ireland_cricket_team,How many individuals took on the role of t20i captain of the Ireland cricket team?,3
cricket_team,Ireland_cricket_team,How many people served as the coach of the Ireland cricket team?,3
cricket_team,Ireland_cricket_team,Who served as the coach of the Ireland cricket team prior to Graham Ford?,John Bracewell
cricket_team,Ireland_cricket_team,Who served as the coach of the Ireland cricket team prior to Heinrich Malan?,Graham Ford
cricket_team,Ireland_cricket_team,Who was the t20i captain of Ireland cricket team after Gary Wilson?,Andrew Balbirnie
cricket_team,Ireland_cricket_team,How many test matches did the Ireland cricket team play between 2018 and 2020? (including both the years),3
cricket_team,Ireland_cricket_team,How many odi matches did the Ireland cricket team play between 2018 and 2021? (including both the years),47
cricket_team,Ireland_cricket_team,Name the people who serve as t20i_captain of Ireland cricket team between 2018 and 2021. (including both the years),"Gary Wilson, William Porterfield, Andrew Balbirnie"
cricket_team,Ireland_cricket_team,Who were the individual(s) who acted as the manager of the Ireland cricket team in 2018?,Chris Siddell
cricket_team,Ireland_cricket_team,Name the person(s) who served as the coach of the Ireland cricket team in 2018.,Graham Ford
cricket_team,Ireland_cricket_team,What was the highest ranking achieved by the Ireland cricket team in the odi format in 2018?,12
cricket_team,Ireland_cricket_team,What is the win to loss ratio of Ireland cricket team in odi format in 2020?(Answer in decimal form.),0.2
cricket_team,Ireland_cricket_team,What is the win to loss ratio of Ireland cricket team in test format in 2018?(Answer in decimal form.),0
cricket_team,Bangladesh_national_cricket_team,Who were the individual(s) serving as the t20i captain during the tenure of Russell Domingo as the coach of the Bangladesh national cricket team?,"Mahmudullah, Shakib Al Hasan"
cricket_team,Bangladesh_national_cricket_team,Who were the individual(s) serving as the test captain during the tenure of Chandika Hathurusingha as the coach of the Bangladesh national cricket team?,"Shakib Al Hasan, Mushfiqur Rahim"
cricket_team,Bangladesh_national_cricket_team,Name the person(s) who served as the od captain when Mushfiqur Rahim was the test captain of the Bangladesh national cricket team.,Mashrafe Mortaza
cricket_team,Bangladesh_national_cricket_team,Who were the individual(s) serving as the coach during the tenure of Jamie Siddons as the od coach of the Bangladesh national cricket team?,Sridharan Sriram
cricket_team,Bangladesh_national_cricket_team,Was the Bangladesh national cricket team's win percentage the highest in the odi format in either 2017 or 2021?(Answer in year)(Include no results/ties/draws in total number of matches.),2021
cricket_team,Bangladesh_national_cricket_team,Does the Bangladesh national cricket team have the best win percentage in the odi format in 2019 or 2021?(Answer in year)(Include no results/ties/draws in total number of matches.),2021
cricket_team,Bangladesh_national_cricket_team,"Name the person(s) who served as the test captain during the tenure of Mashrafe Mortaza and Russell Domingo as the od captain and coach, respectively, of the Bangladesh national cricket team.","Mominul Haque, Shakib Al Hasan"
cricket_team,Bangladesh_national_cricket_team,"Name the person(s) who served as the coach during the tenure of Shakib Al Hasan and Tamim Iqbal as the t20i captain and od captain, respectively, of the Bangladesh national cricket team.","Sridharan Sriram, Chandika Hathurusingha"
cricket_team,Bangladesh_national_cricket_team,"Name the person(s) who served as the test captain during the tenure of Mashrafe Mortaza and Chandika Hathurusingha as the od captain and coach, respectively, of the Bangladesh national cricket team.",Mushfiqur Rahim
cricket_team,Bangladesh_national_cricket_team,Who was the od captain when t20i captain was Shakib Al Hasan and coach was Russell Domingo of the Bangladesh national cricket team?,Mashrafe Mortaza
cricket_team,Bangladesh_national_cricket_team,In which year did Mahmudullah first assume the role of t20i_captain for the Bangladesh national cricket team?,2019
cricket_team,Bangladesh_national_cricket_team,In which year did Tamim Iqbal first assume the role of od_captain for the Bangladesh national cricket team?,2020
cricket_team,Bangladesh_national_cricket_team,"What was the duration of Chandika Hathurusingha's tenure as the coach of Bangladesh national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",152 days
cricket_team,Bangladesh_national_cricket_team,"What was the duration of Russell Domingo's tenure as the coach of Bangladesh national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1215 days
cricket_team,Bangladesh_national_cricket_team,"Which person had the shortest tenure as the od captain of the Bangladesh national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Mashrafe Mortaza
cricket_team,Bangladesh_national_cricket_team,"Who had the shortest stint as the test captain of the Bangladesh national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Mushfiqur Rahim
cricket_team,Bangladesh_national_cricket_team,How many people served as the t20i captain of the Bangladesh national cricket team?,2
cricket_team,Bangladesh_national_cricket_team,Who served as the t20i captain of the Bangladesh national cricket team prior to Shakib Al Hasan?,Mahmudullah
cricket_team,Bangladesh_national_cricket_team,Who was the t20i captain of the Bangladesh national cricket team before Mahmudullah?,Shakib Al Hasan
cricket_team,Bangladesh_national_cricket_team,Who was the od captain of Bangladesh national cricket team after Mashrafe Mortaza?,Tamim Iqbal
cricket_team,Bangladesh_national_cricket_team,Who was the test captain of Bangladesh national cricket team after Mominul Haque?,Shakib Al Hasan
cricket_team,Bangladesh_national_cricket_team,"How many total(including ODIs,Tests,T20Is) matches did the Bangladesh national cricket team play between 2018 and 2019? (including both the years)",76
cricket_team,Bangladesh_national_cricket_team,Who were the individual(s) who held the position of the od_captain for the Bangladesh national cricket team from 2018 and 2021? (including both the years),"Mashrafe Mortaza, Tamim Iqbal"
cricket_team,Bangladesh_national_cricket_team,Name the people who serve as od_captain of Bangladesh national cricket team between 2019 and 2020. (including both the years),"Mashrafe Mortaza, Tamim Iqbal"
cricket_team,Bangladesh_national_cricket_team,Name the person(s) who served as the coach of the Bangladesh national cricket team in 2021.,Russell Domingo
cricket_team,Bangladesh_national_cricket_team,Name the person(s) who served as the coach of the Bangladesh national cricket team in 2019.,"Russell Domingo, Steve Rhodes"
cricket_team,Bangladesh_national_cricket_team,what was the best t20i rank of the Bangladesh national cricket team in 2018?,10
cricket_team,Bangladesh_national_cricket_team,what was the best t20i rank of the Bangladesh national cricket team in 2019?,9
cricket_team,Bangladesh_national_cricket_team,What is the ratio of wins to losses for the Bangladesh national cricket team in the odi format for 2018?(Answer in decimal form.),1.86
cricket_team,Bangladesh_national_cricket_team,What is the ratio of wins to losses for the Bangladesh national cricket team in the t20i format for 2017?(Answer in decimal form.),0.25
cricket_team,Jersey_cricket_team,Name the person(s) who served as the coach when Charles Perchard was the t20i captain of the Jersey cricket team.,Neil MacRae
cricket_team,Jersey_cricket_team,Who were the individual(s) serving as the t20i captain during the tenure of Neil MacRae as the coach of the Jersey cricket team?,Charles Perchard
cricket_team,Jersey_cricket_team,Was the Jersey cricket team's win percentage the highest in the t20i format in either 2019 or 2022?(Answer in year)(Include no results/ties/draws in total number of matches.),2022
cricket_team,Jersey_cricket_team,"How long did Charles Perchard serve as the t20i captain of Jersey cricket team? (answer in number of days)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1292 days
cricket_team,Jersey_cricket_team,"What was the duration of Neil MacRae's tenure as the coach of Jersey cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1292 days
cricket_team,Jersey_cricket_team,"Which person had the shortest tenure as the coach of the Jersey cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Neil MacRae
cricket_team,Jersey_cricket_team,How many individuals took on the role of coach of the Jersey cricket team?,1
cricket_team,Jersey_cricket_team,What is the ratio of wins to losses for the Jersey cricket team in the t20i format for 2022?(Answer in decimal form.),1.67
cricket_team,Jersey_cricket_team,What is the ratio of wins to losses for the Jersey cricket team in the t20i format for 2019?(Answer in decimal form.),1.43
cricket_team,Malta_national_cricket_team,Name the person(s) who served as the coach when Bikram Arora was the t20i captain of the Malta national cricket team.,"Subhas Roy, Rajkumar Sharma"
cricket_team,Malta_national_cricket_team,Name the person(s) who served as the t20i captain when Subhas Roy was the coach of the Malta national cricket team.,"Bikram Arora, Samuel Aquilina"
cricket_team,Malta_national_cricket_team,Who were the individual(s) serving as the coach during the tenure of Nowell Khosla as the t20i captain of the Malta national cricket team?,Rajkumar Sharma
cricket_team,Malta_national_cricket_team,Who were the individual(s) serving as the coach during the tenure of Samuel Aquilina as the t20i captain of the Malta national cricket team?,Subhas Roy
cricket_team,Malta_national_cricket_team,Does the Malta national cricket team have the best win percentage in the t20i format in 2021 or 2023?(Answer in year)(Include no results/ties/draws in total number of matches.),2021
cricket_team,Malta_national_cricket_team,Does the Malta national cricket team have the best win percentage in the t20i format in 2019 or 2023?(Answer in year)(Include no results/ties/draws in total number of matches.),2023
cricket_team,Malta_national_cricket_team,"How long did Subhas Roy serve as the coach of Malta national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1089 days
cricket_team,Malta_national_cricket_team,"Who had the longest stint as the coach of the Malta national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Subhas Roy
cricket_team,Malta_national_cricket_team,How many people served as the coach of the Malta national cricket team?,2
cricket_team,Malta_national_cricket_team,Who was the t20i captain of the Malta national cricket team before Samuel Aquilina?,Bikram Arora
cricket_team,Malta_national_cricket_team,Who assumed the role of t20i captain for the Malta national cricket team following Nowell Khosla?,Bikram Arora
cricket_team,Malta_national_cricket_team,Who were the individual(s) who acted as the coach of the Malta national cricket team in 2023?,Subhas Roy
cricket_team,Malta_national_cricket_team,what was the best t20i rank of the Malta national cricket team in 2023?,54
cricket_team,Malta_national_cricket_team,What is the ratio of wins to losses for the Malta national cricket team in the t20i format for 2019?(Answer in decimal form.),0
cricket_team,Malta_national_cricket_team,What is the win to loss ratio of Malta national cricket team in t20i format in 2023?(Answer in decimal form.),0
cricket_team,Nigeria_national_cricket_team,Name the person(s) who served as the coach when Ademola Onikoyi was the t20i captain of the Nigeria national cricket team.,Asanka Gurusinha
cricket_team,Nigeria_national_cricket_team,Was the Nigeria national cricket team's win percentage the highest in the t20i format in either 2019 or 2022?(Answer in year)(Include no results/ties/draws in total number of matches.),2022
cricket_team,Nigeria_national_cricket_team,"What was the duration of Ademola Onikoyi's tenure as the t20i captain of Nigeria national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1318 days
cricket_team,Nigeria_national_cricket_team,"Which person had the longest tenure as the t20i captain of the Nigeria national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Ademola Onikoyi
cricket_team,Nigeria_national_cricket_team,How many people served as the t20i captain of the Nigeria national cricket team?,2
cricket_team,Nigeria_national_cricket_team,Who was the t20i captain of the Nigeria national cricket team before Sylvester Okpe?,Ademola Onikoyi
cricket_team,Nigeria_national_cricket_team,Who assumed the role of t20i captain for the Nigeria national cricket team following Ademola Onikoyi?,Sylvester Okpe
cricket_team,Nigeria_national_cricket_team,What is the win to loss ratio of Nigeria national cricket team in t20i format in 2019?(Answer in decimal form.),0.29
cricket_team,Fiji_national_cricket_team,Name the person(s) who served as the t20i captain when Shane Jurgensen was the coach of the Fiji national cricket team.,"Jone Wesele, Josefa Rika"
cricket_team,Fiji_national_cricket_team,Who were the individual(s) serving as the coach during the tenure of Jone Wesele as the t20i captain of the Fiji national cricket team?,Shane Jurgensen
cricket_team,Fiji_national_cricket_team,Name the person(s) who served as the coach when Josefa Rika was the t20i captain of the Fiji national cricket team.,Shane Jurgensen
cricket_team,Fiji_national_cricket_team,Does the Fiji national cricket team have the best win percentage in the t20i format in 2022 or 2023?(Answer in year)(Include no results/ties/draws in total number of matches.),2023
cricket_team,Fiji_national_cricket_team,"How long did Jone Wesele serve as the t20i captain of Fiji national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",476 days
cricket_team,Fiji_national_cricket_team,"Who had the longest stint as the t20i captain of the Fiji national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Josefa Rika
cricket_team,Fiji_national_cricket_team,How many individuals took on the role of t20i captain of the Fiji national cricket team?,2
cricket_team,Fiji_national_cricket_team,Who served as the t20i captain of the Fiji national cricket team prior to Jone Wesele?,Josefa Rika
cricket_team,Fiji_national_cricket_team,Who assumed the role of t20i captain for the Fiji national cricket team following Josefa Rika?,Jone Wesele
cricket_team,Fiji_national_cricket_team,Who were the individual(s) who acted as the coach of the Fiji national cricket team in 2023?,Shane Jurgensen
cricket_team,Fiji_national_cricket_team,what was the best t20i rank of the Fiji national cricket team in 2023?,62
cricket_team,Fiji_national_cricket_team,What is the win to loss ratio of Fiji national cricket team in t20i format in 2022?(Answer in decimal form.),1
cricket_team,Fiji_national_cricket_team,What is the win to loss ratio of Fiji national cricket team in t20i format in 2023?(Answer in decimal form.),1
cricket_team,Uganda_national_cricket_team,Who were the individual(s) serving as the t20i captain during the tenure of Steve Tikolo as the coach of the Uganda national cricket team?,Roger Mukasa
cricket_team,Uganda_national_cricket_team,Does the Uganda national cricket team have the best win percentage in the t20i format in 2019 or 2022?(Answer in year)(Include no results/ties/draws in total number of matches.),2022
cricket_team,Uganda_national_cricket_team,"What was the duration of Roger Mukasa's tenure as the t20i captain of Uganda national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",959 days
cricket_team,Uganda_national_cricket_team,"Which person had the shortest tenure as the coach of the Uganda national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Lawrence Mahatlane
cricket_team,Uganda_national_cricket_team,How many individuals took on the role of coach of the Uganda national cricket team?,2
cricket_team,Uganda_national_cricket_team,Who served as the coach of the Uganda national cricket team prior to Lawrence Mahatlane?,Steve Tikolo
cricket_team,Uganda_national_cricket_team,Who was the coach of Uganda national cricket team after Steve Tikolo?,Lawrence Mahatlane
cricket_team,Uganda_national_cricket_team,What is the ratio of wins to losses for the Uganda national cricket team in the t20i format for 2022?(Answer in decimal form.),2
cricket_team,Uganda_national_cricket_team,What is the win to loss ratio of Uganda national cricket team in t20i format in 2019?(Answer in decimal form.),1
cricket_team,Qatar_national_cricket_team,Name the person(s) who served as the t20i captain when Shahid Mahboob was the coach of the Qatar national cricket team.,"Shakeel Ansar, Tamoor Sajjad"
cricket_team,Qatar_national_cricket_team,Who were the individual(s) serving as the coach during the tenure of Tamoor Sajjad as the t20i captain of the Qatar national cricket team?,Shahid Mahboob
cricket_team,Qatar_national_cricket_team,Name the person(s) who served as the t20i captain when Asadullah Khan was the coach of the Qatar national cricket team.,Rizlan Iqbar
cricket_team,Qatar_national_cricket_team,Does the Qatar national cricket team have the best win percentage in the t20i format in 2019 or 2022?(Answer in year)(Include no results/ties/draws in total number of matches.),2022
cricket_team,Qatar_national_cricket_team,"What was the duration of Tamoor Sajjad's tenure as the t20i captain of Qatar national cricket team? (answer in number of days)(Assume that tenure for a position starts when the person first in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",898 days
cricket_team,Qatar_national_cricket_team,"Who had the shortest stint as the t20i captain of the Qatar national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Rizlan Iqbar
cricket_team,Qatar_national_cricket_team,"Which person had the longest tenure as the t20i captain of the Qatar national cricket team?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Tamoor Sajjad
cricket_team,Qatar_national_cricket_team,How many people served as the coach of the Qatar national cricket team?,3
cricket_team,Qatar_national_cricket_team,Who was the t20i captain of the Qatar national cricket team before Tamoor Sajjad?,Inam-ul-Haq (cricketer)
cricket_team,Qatar_national_cricket_team,Who was the t20i captain of Qatar national cricket team after Inam-ul-Haq (cricketer)?,Tamoor Sajjad
cricket_team,Qatar_national_cricket_team,Who assumed the role of coach for the Qatar national cricket team following Shahid Mahboob?,Asadullah Khan
cricket_team,Qatar_national_cricket_team,What is the ratio of wins to losses for the Qatar national cricket team in the t20i format for 2019?(Answer in decimal form.),1.5
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who served as the Minister of Defence (India) when Dr. G. Satheesh Reddy was the Scientific Adviser to Defence Minister.,"Nirmala Sitharaman, Rajnath Singh"
gov_agencies,Ministry_of_Defence_(India),Which individual(s) served as the Secretary (Defence Research and Development Organisation) during the tenure of Dr. G. Satheesh Reddy as the  Scientific Adviser to Defence Minister?,"Dr. Sanjay Mitra (civil servant), Dr. G. Satheesh Reddy"
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who served as the Secretary (Defence Production) when Shripad Yesso Naik was the Minister of State for Defence.,"Subhash Chandra (Indian Administrative Service), Subhash Garg (Indian Administrative Service)"
gov_agencies,Ministry_of_Defence_(India),Which individual(s) served as the Financial Advisor during the tenure of Dr. G. Satheesh Reddy as the  Scientific Adviser to Defence Minister?,Sanjiv Mittal
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who served as the Secretary (Department of Ex-servicemen Welfare) when Nirmala Sitharaman was the Minister of Defence (India).,Sanjeevanee Kutty (Indian Administrative Service)
gov_agencies,Ministry_of_Defence_(India),Which individual(s) served as the Scientific Adviser to Defence Minister during the tenure of Sanjay Mitra (civil servant) as the  Defence Secretary (India)?,Dr. G. Satheesh Reddy
gov_agencies,Ministry_of_Defence_(India),Which individual(s) held the position of Minister of State for Defence while General Bipin Rawat (Chief of Defence Staff (India)) was the Secretary (Department of Military Affairs) and Dr. G. Satheesh Reddy was the Scientific Adviser to Defence Minister?,"Shripad Yesso Naik, Ajay Bhatt"
gov_agencies,Ministry_of_Defence_(India),Which individual(s) held the position of Minister of State for Defence while General Bipin Rawat (Chief of Defence Staff (India)) was the Secretary (Department of Military Affairs) and Dr. G. Satheesh Reddy was the Secretary (Defence Research and Development Organisation)?,"Shripad Yesso Naik, Ajay Bhatt"
gov_agencies,Ministry_of_Defence_(India),Which individual(s) held the position of Secretary (Defence Production) while Dr. G. Satheesh Reddy was the Secretary (Defence Research and Development Organisation) and Shripad Yesso Naik was the Minister of State for Defence?,"Subhash Chandra (Indian Administrative Service), Subhash Garg (Indian Administrative Service)"
gov_agencies,Ministry_of_Defence_(India),Which individual(s) held the position of Secretary (Defence Research and Development Organisation) while Rajnath Singh was the Minister of Defence (India) and Ajay Bhatt was the Minister of State for Defence?,Dr. G. Satheesh Reddy
gov_agencies,Ministry_of_Defence_(India),Which individual(s) held the position of Secretary (Defence Production) while Sanjay Mitra (civil servant) was the Defence Secretary (India) and Dr. Sanjay Mitra (civil servant) was the Secretary (Defence Research and Development Organisation)?,Ajay Kumar (civil servant)
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who served as both the Secretary (Defence Research and Development Organisation) and the Scientific Adviser to Defence Minister at the same time.,Dr. G. Satheesh Reddy
gov_agencies,Ministry_of_Defence_(India),Which individual(s) served first as the Scientific Adviser to Defence Minister and later as the Secretary (Defence Research and Development Organisation)?,Dr. G. Satheesh Reddy
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who first served as Secretary (Defence Production) and then later as Defence Secretary (India).,Ajay Kumar (civil servant)
gov_agencies,Ministry_of_Defence_(India),Which position(s) did Dr. G. Satheesh Reddy hold when General Bipin Rawat (Chief of Defence Staff (India)) was Secretary (Department of Military Affairs)?,"Scientific Adviser to Defence Minister, Secretary (Defence Research and Development Organisation)"
gov_agencies,Ministry_of_Defence_(India),What position(s) did Sanjiv Mittal occupy while Ajay Bhatt was serving as the Minister of State for Defence?,Financial Advisor
gov_agencies,Ministry_of_Defence_(India),What position(s) did Sanjiv Mittal occupy while General Bipin Rawat (Chief of Defence Staff (India)) was serving as the Secretary (Department of Military Affairs)?,Financial Advisor
gov_agencies,Ministry_of_Defence_(India),"How long did Dr. G. Satheesh Reddy served as Secretary (Defence Research and Development Organisation) of Ministry of Defence (India)?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",846 days
gov_agencies,Ministry_of_Defence_(India),"What was the duration of Nirmala Sitharaman's tenure as Minister of Defence (India) at the Ministry of Defence (India)?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",298 days
gov_agencies,Ministry_of_Defence_(India),"How long did General Bipin Rawat (Chief of Defence Staff (India)) served as Secretary (Department of Military Affairs) of Ministry of Defence (India)?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",276 days
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who served as the Minister of State for Defence of the Ministry of Defence (India) in 2021.,"Shripad Yesso Naik, Ajay Bhatt"
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who served as the Secretary (Department of Military Affairs) of the Ministry of Defence (India) in 2021.,General Bipin Rawat (Chief of Defence Staff (India))
gov_agencies,Ministry_of_Defence_(India),Name the person(s) who served as the Scientific Adviser to Defence Minister of the Ministry of Defence (India) in 2021.,Dr. G. Satheesh Reddy
gov_agencies,Ministry_of_Defence_(India),Who was the Minister of State for Defence before Shripad Yesso Naik?,Dr. Subhash Ramrao Bhamre
